comment,class
DO NOT B LATE LOVE MUM,spam
Got it..mail panren paru..,spam
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,spam
Give one miss from that number please,spam
Jus came back fr lunch wif my sis only. U leh?,spam
How is your schedule next week? I am out of town this weekend.,spam
Really good:)dhanush rocks once again:),spam
Lmao ok I wont be needing u to do my hair anymore.,spam
"Miss ya, need ya, want ya, love ya.",spam
Sorry i'm not free...,spam
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,spam
Nt yet chikku..simple habba..hw abt u?,spam
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",spam
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,spam
Joy's father is John. Then John is the NAME of Joy's father. Mandan,spam
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY �10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,ham
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,spam
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,ham
"K, want us to come by now?",spam
How. Its a little difficult but its a simple way to enter this place,spam
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,spam
Dont show yourself. How far. Put new pictures up on facebook.,spam
Watching tv now. I got new job :),spam
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",spam
"I'm not coming over, do whatever you want",spam
"Its ok chikku, and its my 1 of favourite song..:-)",spam
Did u see what I posted on your Facebook?,spam
Call FREEPHONE 0800 542 0578 now!,ham
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",spam
"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",ham
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,ham
";-( oh well, c u later",spam
My uncles in Atlanta. Wish you guys a great semester.,spam
No dear i do have free messages without any recharge. Hi hi hi,spam
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",spam
I dun believe u. I thk u told him.,spam
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",spam
Yes:)sura in sun tv.:)lol.,spam
Arun can u transfr me d amt,spam
Takin a shower now but yeah I'll leave when I'm done,spam
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,spam
U haven��t lost me ill always b here 4u.i didn��t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that��s what itried2tell urmom.i careabout u,spam
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",ham
You bad girl. I can still remember them,spam
How much i gave to you. Morning.,spam
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",spam
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",spam
Can i get your opinion on something first?,spam
That one week leave i put know that time. Why.,spam
"If we hit it off, you can move in with me :)",spam
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,spam
I wanna watch that movie,spam
Ok lor thanx... �� in school?,spam
I'm in class. Did you get my text.,spam
The bus leaves at  &lt;#&gt; ,spam
God bless.get good sleep my dear...i will pray!,spam
Todays Voda numbers ending 1225 are selected to receive a �50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,ham
Do have a nice day today. I love you so dearly.,spam
Aiyo a bit pai seh �_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,spam
"Aight, I'll ask a few of my roommates",spam
"Now, whats your house # again ? And do you have any beer there ?",spam
Do �_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,spam
"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",spam
Yes we are chatting too.,spam
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,spam
Sian... Aft meeting supervisor got work 2 do liao... U working now?,spam
Are you going to write ccna exam this week??,spam
Well i will watch shrek in 3D!!B),spam
Am i that much dirty fellow?,spam
Dunno dat's wat he told me. Ok lor...,spam
I'll probably be by tomorrow (or even later tonight if something's going on),spam
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,spam
If you're thinking of lifting me one then no.,spam
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,spam
Sent me ur email id soon,spam
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,spam
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",spam
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,spam
May i call You later Pls,spam
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",ham
That's the way you should stay oh.,spam
Hello- thanx for taking that call. I got a job! Starts on monday!,spam
What time is ur flight tmr?,spam
When should I come over?,spam
I have a rather prominent bite mark on my right cheek,spam
* Will be september by then!,spam
Are you wet right now?,spam
And how's your husband.,spam
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",ham
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,spam
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,spam
I am in your office na.,spam
"\Are you comingdown later?\""""",spam
Super da:)good replacement for murali,spam
Da is good good player.why he is unsold.,spam
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,spam
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,spam
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",ham
I dont want to hear philosophy. Just say what happen,spam
You got job in wipro:)you will get every thing in life in 2 or 3 years.,spam
Then cant get da laptop? My matric card wif �_ lei... ,spam
Dunno da next show aft 6 is 850. Toa payoh got 650.,spam
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",ham
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,spam
They did't play one day last year know even though they have very good team.. Like india.,spam
K.:)you are the only girl waiting in reception ah?,spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",spam
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,spam
"Sir, i am waiting for your call.",spam
What's up. Do you want me to come online?,spam
"It could work, we'll reach a consensus at the next meeting",spam
Aiyah then i wait lor. Then u entertain me. Hee...,spam
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",spam
I'll let you know when it kicks in,spam
You call him now ok i said call him,spam
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,spam
Or �_ go buy wif him then i meet �_ later can?,spam
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,spam
Today my system sh get ready.all is well and i am also in the deep well,spam
Mom wants to know where you at,spam
"Aight, I'll text you when I'm back",spam
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,spam
Oh ok i didnt know what you meant. Yep i am baby jontin,spam
You have WON a guaranteed �1000 cash or a �2000 prize.To claim yr prize call our customer service representative on,ham
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,ham
Watching tv now. I got new job :),spam
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,spam
I AM AT A PARTY WITH ALEX NICHOLS,spam
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,ham
Just seeing your missed call my dear brother. Do have a gr8 day.,spam
Ok.. �� finishing soon?,spam
"Sorry, I can't help you on this.",spam
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",spam
I love your ass! Do you enjoy doggy style? :),spam
I think asking for a gym is the excuse for lazy people. I jog.,spam
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,ham
